"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2023 / 12","Queens","01","4312.2","708.2","590.5","97.6",,,,"54.0","4"
"2023 / 12","Queens","02","3856.2","621.2","442.8","42.3","178.6",,,,"4"
"2023 / 12","Queens","03","4849.7","421.6","510.0","38.9",,,,,"4"
"2023 / 12","Queens","04","4159.0","366.2","488.0","27.1",,,,,"4"
"2023 / 12","Queens","05","4701.1","719.3","688.4","87.5","112.5",,,,"4"
"2023 / 12","Queens","06","2712.6","428.5","379.4","93.1",,,,,"4"
"2023 / 12","Queens","07","9018.9","1101.7","767.8","125.1",,,,,"4"
"2023 / 12","Queens","08","3835.6","492.5","395.0","97.2",,,,,"4"
"2023 / 12","Queens","09","3939.6","518.3","503.2","121.9","107.2",,,,"4"
"2023 / 12","Queens","10","3611.9","421.9","505.3","62.8",,,,,"4"
"2023 / 12","Queens","11","2945.6","487.1","417.3","160.1","73.0",,,,"4"
"2023 / 12","Queens","12","6815.8","580.7","932.6","321.1",,,,,"4"
"2023 / 12","Queens","13","5220.8","532.4","815.4","120.7",,,,,"4"
"2023 / 12","Queens","14","3558.7","347.6","265.0","51.4",,,,,"4"
"2023 / 12","Staten Island","01","5456.7","779.0","627.2",,,"230.0",,"0.5","5"
"2023 / 12","Staten Island","02","5173.3","591.8","487.1",,"24.7","101.0",,"18.1","5"
"2023 / 12","Staten Island","03","5718.0","895.7","666.3",,"27.7","211.0",,,"5"
"2024 / 01","Bronx","01","3337.2","235.9","148.7",,,,"4.5",,"2"
"2024 / 01","Bronx","02","7871.6","238.8","214.1",,"100.5",,"6.0",,"2"
"2024 / 01","Bronx","03","2252.6","175.4","174.5",,"106.5",,"4.0",,"2"
"2024 / 01","Bronx","04","4082.6","272.6","345.7",,"93.3",,"6.2",,"2"
"2024 / 01","Bronx","05","3448.1","241.8","341.1",,"74.9",,"3.8",,"2"
"2024 / 01","Bronx","06","3251.4","213.2","211.3",,"52.1",,"4.6",,"2"
"2024 / 01","Bronx","07","3820.1","298.1","471.1",,,,"3.9",,"2"
"2024 / 01","Bronx","08","2448.7","327.1","404.0","30.3","48.4",,"3.6",,"2"
"2024 / 01","Bronx","09","3815.2","240.5","370.3",,"68.7",,"4.9",,"2"
"2024 / 01","Bronx","10","2547.1","289.0","336.7",,,,"5.6",,"2"
"2024 / 01","Bronx","11","3105.9","286.9","323.9",,,,"12.9",,"2"
"2024 / 01","Bronx","12","3887.2","341.7","579.8",,"81.9",,"21.6",,"2"
"2024 / 01","Brooklyn","01","5855.5","715.6","444.2","70.4","55.0",,,,"3"
"2024 / 01","Brooklyn","02","2711.9","558.7","414.4","125.7","53.0",,,,"3"
"2024 / 01","Brooklyn","03","4440.3","497.9","361.3","104.8","88.6",,,"13.7","3"
"2024 / 01","Brooklyn","04","4406.7","374.5","355.7","36.3",,,,"2.0","3"
"2024 / 01","Brooklyn","05","4757.8","271.0","462.8","26.6","133.5",,,,"3"
"2024 / 01","Brooklyn","06","2218.2","537.2","388.1","107.6","62.0",,,,"3"
"2024 / 01","Brooklyn","07","3287.1","410.0","388.4","72.2",,,,,"3"
"2024 / 01","Brooklyn","08","5651.8","370.5","294.9","62.4","53.1",,,"27.7","3"
"2024 / 01","Brooklyn","09","2953.4","263.8","237.6","34.5",,,,,"3"
"2024 / 01","Brooklyn","10","3709.9","462.6","460.3","44.9",,,,,"3"
"2024 / 01","Brooklyn","11","8192.1","575.7","562.8","30.2","150.6",,,"6.4","3"
"2024 / 01","Brooklyn","12","7037.0","711.0","332.5","34.4","86.6",,,,"3"
"2024 / 01","Brooklyn","13","2640.5","277.6","232.1","16.4",,,,,"3"
"2024 / 01","Brooklyn","14","4854.4","496.0","435.6","51.5","106.2",,,,"3"
"2024 / 01","Brooklyn","15","4575.0","530.6","508.3","43.0",,,,,"3"
"2024 / 01","Brooklyn","16","2948.2","123.1","148.7","14.6","33.0",,,,"3"
"2024 / 01","Brooklyn","17","4295.9","311.6","435.9","58.1",,,,,"3"
"2024 / 01","Brooklyn","18","5248.6","631.9","598.5","79.9",,,,,"3"
"2024 / 01","Manhattan","01","1479.8","326.2","217.7",,,,"25.3",,"1"
"2024 / 01","Manhattan","02","2148.0","428.4","290.5",,"32.2",,"37.5","7.2","1"
"2024 / 01","Manhattan","03","5768.4","458.9","319.9",,"56.9",,"9.4","27.6","1"
"2024 / 01","Manhattan","04","3332.5","608.1","319.3",,,,"12.6","10.6","1"
"2024 / 01","Manhattan","05","1558.4","270.8","166.7",,,,"12.6",,"1"
"2024 / 01","Manhattan","06","3210.0","690.8","336.0","9.6",,,"19.6",,"1"
"2024 / 01","Manhattan","07","4649.2","934.6","707.1","61.7","47.6",,"54.9",,"1"
"2024 / 01","Manhattan","08","5449.7","1003.3","706.5",,,,"82.6","11.1","1"
"2024 / 01","Manhattan","09","2248.5","238.2","227.8",,"92.8",,"12.3","2.5","1"
"2024 / 01","Manhattan","10","6054.9","290.4","258.5",,"58.9",,"14.4","1.4","1"
"2024 / 01","Manhattan","11","2522.9","228.9","188.5",,,,"14.4","8.7","1"
"2024 / 01","Manhattan","12","4894.8","434.9","496.8",,"43.8",,"32.0",,"1"
"2024 / 01","Queens","01","4344.4","674.8","642.9","93.9",,,,"20.1","4"
"2024 / 01","Queens","02","3976.1","598.6","466.4","49.7","226.1",,,"1.5","4"
"2024 / 01","Queens","03","4753.5","365.5","515.3","34.3",,,,,"4"
"2024 / 01","Queens","04","4213.7","337.1","482.7","23.7",,,,,"4"
"2024 / 01","Queens","05","4739.7","649.9","692.0","60.4","133.8",,,,"4"
"2024 / 01","Queens","06","2677.5","377.9","387.0","50.0",,,,,"4"
"2024 / 01","Queens","07","8688.3","1010.5","791.7","86.7","122.5",,,,"4"
"2024 / 01","Queens","08","3597.0","438.0","392.8","78.7",,,,,"4"
"2024 / 01","Queens","09","3894.4","488.2","521.8","105.2","127.5",,,,"4"
"2024 / 01","Queens","10","3492.1","381.7","524.1","75.6","57.2",,,,"4"
"2024 / 01","Queens","11","2747.9","474.1","455.1","87.9","76.9",,,,"4"
"2024 / 01","Queens","12","6503.8","514.9","880.2","132.3","80.7",,,,"4"
"2024 / 01","Queens","13","4754.0","464.4","820.4","93.3","46.5",,,,"4"
"2024 / 01","Queens","14","3602.7","277.0","222.0","71.3",,,,,"4"
"2024 / 01","Staten Island","01","5453.8","695.3","644.9",,,,"20.3",,"5"
"2024 / 01","Staten Island","02","5017.6","537.0","505.4",,"28.6",,"16.8","13.4","5"
"2024 / 01","Staten Island","03","5564.3","711.5","649.0",,"33.4",,"23.3",,"5"
"2024 / 02","Bronx","01","2867.9","191.3","113.0",,,,,,"2"
"2024 / 02","Bronx","02","7042.2","220.5","204.4",,"73.5",,,,"2"
"2024 / 02","Bronx","03","1957.8","122.7","134.7",,"76.0",,,,"2"
"2024 / 02","Bronx","04","3595.1","217.5","268.5",,"67.9",,,"0.4","2"
"2024 / 02","Bronx","05","3122.1","185.6","272.5",,"50.7",,,,"2"
"2024 / 02","Bronx","06","2823.0","159.2","167.0",,"39.5",,,"0.2","2"
"2024 / 02","Bronx","07","3379.2","246.7","387.3",,,,,,"2"
"2024 / 02","Bronx","08","2099.7","261.9","311.0","29.3","32.3",,,,"2"
"2024 / 02","Bronx","09","3337.5","209.3","317.1",,"47.1",,,,"2"
"2024 / 02","Bronx","10","2211.5","237.1","285.4",,,,,,"2"
"2024 / 02","Bronx","11","2784.6","236.1","280.3",,,,,,"2"
"2024 / 02","Bronx","12","3405.5","269.3","490.3",,"55.1",,,,"2"
"2024 / 02","Brooklyn","01","5343.4","641.9","417.7","32.6","36.7",,,,"3"
"2024 / 02","Brooklyn","02","2514.9","465.8","358.4","67.1","39.2",,,,"3"
"2024 / 02","Brooklyn","03","3829.0","391.6","297.3","57.4","67.3",,,"14.5","3"
"2024 / 02","Brooklyn","04","3806.7","306.4","312.3","28.9",,,,"1.8","3"
"2024 / 02","Brooklyn","05","4135.7","210.6","363.6","17.3","102.3",,,,"3"
"2024 / 02","Brooklyn","06","1932.0","441.3","339.1","68.2","54.2",,,,"3"
"2024 / 02","Brooklyn","07","2947.7","320.9","320.2","52.5",,,,,"3"
"2024 / 02","Brooklyn","08","4993.6","275.9","232.2","36.0","51.9",,,"21.4","3"
"2024 / 02","Brooklyn","09","2649.0","238.5","215.5","24.9",,,,,"3"
"2024 / 02","Brooklyn","10","3286.3","374.3","382.6","26.4",,,,,"3"
"2024 / 02","Brooklyn","11","7120.4","489.8","479.5","16.8","119.0",,,"32.0","3"
"2024 / 02","Brooklyn","12","6177.4","613.9","313.2","19.6","59.0",,,,"3"
"2024 / 02","Brooklyn","13","2348.3","234.9","194.2","8.3",,,,,"3"
"2024 / 02","Brooklyn","14","4262.7","389.0","354.3","31.4","84.0",,,,"3"
"2024 / 02","Brooklyn","15","4062.1","450.1","440.6","39.0",,,,,"3"
"2024 / 02","Brooklyn","16","2590.8","123.1","135.3","10.8","23.8",,,,"3"
"2024 / 02","Brooklyn","17","3804.4","254.4","357.8","40.6",,,,,"3"
"2024 / 02","Brooklyn","18","4535.8","456.7","531.8","61.7",,,,,"3"
"2024 / 02","Manhattan","01","1369.4","321.9","230.4",,,,,,"1"
"2024 / 02","Manhattan","02","1930.3","354.5","252.8",,"27.3",,,"12.6","1"
"2024 / 02","Manhattan","03","5238.8","417.1","319.6",,"37.7",,,"24.1","1"
"2024 / 02","Manhattan","04","3045.9","585.3","321.4",,,,,"13.7","1"
"2024 / 02","Manhattan","05","1457.5","234.3","149.6",,,,,,"1"
"2024 / 02","Manhattan","06","2915.7","675.8","355.8","7.9",,,,,"1"
"2024 / 02","Manhattan","07","4104.3","830.7","642.4","51.3","36.4",,,,"1"
"2024 / 02","Manhattan","08","4825.6","906.4","670.4",,,,,"14.8","1"
"2024 / 02","Manhattan","09","2010.2","216.5","220.6",,"70.1",,,"2.6","1"
"2024 / 02","Manhattan","10","5357.3","246.6","237.4",,"38.5",,,,"1"
"2024 / 02","Manhattan","11","2238.5","187.9","156.0",,,,,"13.5","1"
"2024 / 02","Manhattan","12","4265.8","387.1","451.0",,"31.7",,,,"1"
"2024 / 02","Queens","01","3724.1","534.1","531.0","55.9",,,,"16.4","4"
"2024 / 02","Queens","02","3542.0","492.1","403.2","26.2","167.9",,,"1.9","4"
"2024 / 02","Queens","03","4242.2","324.5","460.8","26.8",,,,,"4"
"2024 / 02","Queens","04","3740.9","287.1","442.7","17.1",,,,,"4"
"2024 / 02","Queens","05","4083.5","527.3","593.5","40.3","94.3",,,,"4"
"2024 / 02","Queens","06","2393.8","329.8","334.3","29.1",,,,,"4"
"2024 / 02","Queens","07","7488.2","848.5","701.1","62.3","119.3",,,,"4"
"2024 / 02","Queens","08","3106.5","378.3","333.3","58.2","1.4",,,,"4"
"2024 / 02","Queens","09","3400.1","387.2","438.9","71.1","93.0",,,,"4"
"2024 / 02","Queens","10","3010.8","310.9","433.4","37.1","56.2",,,,"4"
"2024 / 02","Queens","11","2320.4","367.7","364.9","56.0","52.6",,,,"4"
"2024 / 02","Queens","12","5626.3","430.9","756.9","93.2","76.2",,,,"4"
"2024 / 02","Queens","13","4053.0","391.8","683.8","73.4","43.0",,,,"4"
"2024 / 02","Queens","14","2995.0","249.8","207.4","35.1",,,,,"4"
"2024 / 02","Staten Island","01","4764.1","567.1","525.7",,,,,"0.3","5"
"2024 / 02","Staten Island","02","4593.2","436.8","423.4",,"16.1",,,"8.3","5"
"2024 / 02","Staten Island","03","4761.4","581.2","529.3",,"25.0",,,,"5"
"2024 / 03","Bronx","01","3241.3","212.3","126.5",,,,,,"2"
"2024 / 03","Bronx","02","7888.6","237.0","224.4",,"95.1",,,,"2"
"2024 / 03","Bronx","03","2138.2","149.4","144.3",,"101.7",,,,"2"
"2024 / 03","Bronx","04","3937.0","266.6","308.3",,"84.4",,,,"2"
"2024 / 03","Bronx","05","3378.3","237.3","312.4",,"74.0",,,,"2"
"2024 / 03","Bronx","06","3108.8","195.3","175.0",,"52.7",,,,"2"
"2024 / 03","Bronx","07","3666.1","272.9","404.0",,,,,,"2"
"2024 / 03","Bronx","08","2266.6","283.8","332.4","37.7","44.1",,,,"2"
"2024 / 03","Bronx","09","3768.0","230.0","351.0",,"62.9",,,,"2"
"2024 / 03","Bronx","10","2540.0","270.7","322.9",,,,,,"2"
"2024 / 03","Bronx","11","3018.6","269.1","296.0",,,,,,"2"
"2024 / 03","Bronx","12","3795.9","310.1","539.8",,"77.9",,,,"2"
"2024 / 03","Brooklyn","01","5959.5","684.9","405.1","35.5","52.4",,,,"3"
"2024 / 03","Brooklyn","02","2677.8","501.6","385.6","78.1","44.4",,,,"3"
"2024 / 03","Brooklyn","03","4215.5","432.7","314.3","72.4","88.7",,,"17.4","3"
"2024 / 03","Brooklyn","04","4257.1","337.8","336.6","42.6",,,,,"3"
"2024 / 03","Brooklyn","05","4644.6","235.0","406.9","22.9","147.9",,,,"3"
"2024 / 03","Brooklyn","06","2117.0","498.3","353.7","88.3","67.1",,,,"3"
"2024 / 03","Brooklyn","07","3179.0","352.1","333.4","56.7",,,,,"3"
"2024 / 03","Brooklyn","08","5398.6","292.9","238.3","41.3","59.0",,,"27.7","3"
"2024 / 03","Brooklyn","09","2839.4","274.8","241.7","30.1",,,,,"3"
"2024 / 03","Brooklyn","10","3564.5","385.4","399.0","28.9",,,,,"3"
"2024 / 03","Brooklyn","11","7928.9","521.4","490.3","20.0","178.0",,,"9.9","3"
"2024 / 03","Brooklyn","12","7197.4","708.1","358.3","30.5","69.4",,,,"3"
"2024 / 03","Brooklyn","13","2584.1","247.6","216.7","6.9",,,,,"3"
"2024 / 03","Brooklyn","14","4652.6","441.7","399.3","47.6","109.1",,,,"3"
"2024 / 03","Brooklyn","15","4574.3","492.9","478.3","29.2",,,,,"3"
"2024 / 03","Brooklyn","16","2921.9","129.7","158.0","13.0","37.5",,,,"3"
"2024 / 03","Brooklyn","17","4163.0","281.7","387.4","51.8",,,,,"3"
"2024 / 03","Brooklyn","18","5111.8","489.1","578.9","80.7","23.6",,,,"3"
"2024 / 03","Manhattan","01","1427.7","339.6","232.1",,,,,,"1"
"2024 / 03","Manhattan","02","2030.1","347.8","247.9",,"32.6",,,"8.9","1"
"2024 / 03","Manhattan","03","5609.6","419.9","340.3",,"49.7",,,"27.9","1"
"2024 / 03","Manhattan","04","3185.8","602.1","336.3",,,,,"11.9","1"
"2024 / 03","Manhattan","05","1569.5","233.1","149.9",,,,,,"1"
"2024 / 03","Manhattan","06","3116.5","690.3","367.9","8.5",,,,,"1"
"2024 / 03","Manhattan","07","4346.6","912.0","670.9","61.5","45.5",,,,"1"
"2024 / 03","Manhattan","08","5077.4","970.0","704.7",,,,,"10.3","1"
"2024 / 03","Manhattan","09","2156.1","254.8","248.0",,"89.9",,,"6.2","1"
"2024 / 03","Manhattan","10","5924.0","263.1","249.2",,"56.1",,,,"1"
"2024 / 03","Manhattan","11","2417.9","196.4","163.5",,,,,"9.2","1"
"2024 / 03","Manhattan","12","4641.3","394.6","454.8",,"44.8",,,,"1"
"2024 / 03","Queens","01","4011.5","587.2","566.2","74.2","20.6",,,"17.5","4"
"2024 / 03","Queens","02","3866.6","534.5","421.1","32.5","241.3",,,,"4"
"2024 / 03","Queens","03","4617.1","336.1","488.8","33.8",,,,,"4"
"2024 / 03","Queens","04","3959.9","296.1","500.1","24.1",,,,,"4"
"2024 / 03","Queens","05","4500.2","591.5","626.6","58.5","130.0",,,,"4"
"2024 / 03","Queens","06","2574.8","354.3","351.0","45.2",,,,,"4"
"2024 / 03","Queens","07","8379.8","942.7","746.4","70.4","173.6",,,,"4"
"2024 / 03","Queens","08","3550.3","417.4","367.5","54.5","1.8",,,,"4"
"2024 / 03","Queens","09","3803.0","429.0","470.6","78.2","131.8",,,,"4"
"2024 / 03","Queens","10","3444.4","345.0","473.6","22.1","72.0",,,,"4"
"2024 / 03","Queens","11","2663.6","390.2","395.2","68.2","71.0",,,,"4"
"2024 / 03","Queens","12","6406.4","478.4","853.2","115.7","103.8",,,,"4"
"2024 / 03","Queens","13","4732.6","434.2","751.1","53.1","50.5",,,,"4"
"2024 / 03","Queens","14","3432.1","298.6","242.3","47.8",,,,,"4"
"2024 / 03","Staten Island","01","5326.4","624.7","562.7",,,,,,"5"
"2024 / 03","Staten Island","02","5245.7","471.2","438.1",,"25.7",,,"11.3","5"
"2024 / 03","Staten Island","03","5428.1","623.2","570.1",,"34.1",,,,"5"
"2024 / 04","Bronx","01","3189.0","219.7","146.1",,,,,,"2"
"2024 / 04","Bronx","02","7614.1","224.5","203.7",,"60.7",,,,"2"
"2024 / 04","Bronx","03","2198.6","150.7","165.1",,"67.6",,,,"2"
"2024 / 04","Bronx","04","4017.9","253.5","321.3",,"56.9",,,"0.8","2"
"2024 / 04","Bronx","05","3448.2","219.7","310.0",,"49.8",,,,"2"
"2024 / 04","Bronx","06","3154.1","188.9","192.9",,"35.5",,,"0.7","2"
"2024 / 04","Bronx","07","3752.9","269.4","422.4",,,,,,"2"
"2024 / 04","Bronx","08","2347.7","282.3","342.0","43.8","29.1",,,,"2"
"2024 / 04","Bronx","09","3872.9","210.7","347.8",,"42.7",,,,"2"
"2024 / 04","Bronx","10","2746.4","253.1","318.4",,,,,,"2"
"2024 / 04","Bronx","11","3253.9","253.6","303.1",,,,,,"2"
"2024 / 04","Bronx","12","4045.5","287.2","552.0",,"52.0",,,,"2"
"2024 / 04","Brooklyn","01","6911.6","705.8","412.3","38.3","35.1",,,,"3"
"2024 / 04","Brooklyn","02","2761.2","484.7","375.2","79.9","29.3",,,,"3"
"2024 / 04","Brooklyn","03","4792.1","434.3","329.2","78.6","48.0",,,"16.5","3"
"2024 / 04","Brooklyn","04","4420.4","334.2","333.4","46.4",,,,,"3"
"2024 / 04","Brooklyn","05","4898.0","238.5","424.9","22.7","96.3",,,,"3"
"2024 / 04","Brooklyn","06","2211.0","480.2","355.7","97.6","54.4",,,,"3"
"2024 / 04","Brooklyn","07","3306.9","356.1","353.2","61.6",,,,,"3"
"2024 / 04","Brooklyn","08","5545.9","317.6","270.4","39.9","45.3",,,"36.6","3"
"2024 / 04","Brooklyn","09","3019.7","247.5","234.0","31.2",,,,,"3"
"2024 / 04","Brooklyn","10","3738.6","388.6","422.3","37.1",,,,,"3"
"2024 / 04","Brooklyn","11","8279.0","525.0","502.2","21.3","91.5",,,"6.4","3"
"2024 / 04","Brooklyn","12","9013.3","834.0","396.6","25.9","79.1",,,,"3"
"2024 / 04","Brooklyn","13","2663.8","248.2","214.3","8.6",,,,,"3"
"2024 / 04","Brooklyn","14","5255.3","457.6","430.8","44.0","77.0",,,,"3"
"2024 / 04","Brooklyn","15","4956.9","505.2","503.0","29.3",,,,,"3"
"2024 / 04","Brooklyn","16","2964.2","115.4","141.6","10.3","25.1",,,,"3"
"2024 / 04","Brooklyn","17","4431.0","278.0","406.3","57.6",,,,,"3"
"2024 / 04","Brooklyn","18","5470.9","506.3","592.0","83.4","103.5",,,,"3"
"2024 / 04","Manhattan","01","1477.7","302.2","217.8",,,,,,"1"
"2024 / 04","Manhattan","02","2156.7","377.5","267.9",,"21.2",,,"17.6","1"
"2024 / 04","Manhattan","03","5787.0","398.1","311.7",,"34.9",,,"25.9","1"
"2024 / 04","Manhattan","04","3245.0","570.7","300.6",,,,,"22.2","1"
"2024 / 04","Manhattan","05","1673.5","245.8","158.8",,,,,,"1"
"2024 / 04","Manhattan","06","3195.9","637.7","330.1","10.9",,,,,"1"
"2024 / 04","Manhattan","07","4520.1","868.8","662.8","59.9","33.6",,,,"1"
"2024 / 04","Manhattan","08","5322.3","920.0","667.5",,,,,"19.8","1"
"2024 / 04","Manhattan","09","2255.1","208.7","211.1",,"63.0",,,"2.8","1"
"2024 / 04","Manhattan","10","5938.4","247.0","262.8",,"43.9",,,,"1"
"2024 / 04","Manhattan","11","2478.1","193.7","158.5",,,,,"18.5","1"
"2024 / 04","Manhattan","12","4785.1","377.6","458.7",,"30.4",,,,"1"
"2024 / 04","Queens","01","3982.2","596.5","591.7","69.7","135.4",,,"16.8","4"
"2024 / 04","Queens","02","3902.6","538.5","423.9","35.5","143.8",,,,"4"
"2024 / 04","Queens","03","4897.4","321.9","481.5","32.3",,,,,"4"
"2024 / 04","Queens","04","4161.5","290.6","489.0","23.3",,,,,"4"
"2024 / 04","Queens","05","4834.0","562.8","624.2","74.7","85.4",,,,"4"
"2024 / 04","Queens","06","2756.3","342.3","361.0","45.7",,,,,"4"
"2024 / 04","Queens","07","8690.4","885.9","753.5","73.4","114.8",,,,"4"
"2024 / 04","Queens","08","3903.5","422.5","391.2","68.0","4.2",,,,"4"
"2024 / 04","Queens","09","4088.7","420.1","502.1","81.7","88.2",,,,"4"
"2024 / 04","Queens","10","3795.4","335.6","516.6","27.6","53.7",,,,"4"
"2024 / 04","Queens","11","2911.8","395.2","418.3","72.2","53.5",,,,"4"
"2024 / 04","Queens","12","7024.4","470.8","869.0","176.0","71.1",,,,"4"
"2024 / 04","Queens","13","5350.0","435.1","778.4","73.6","35.3",,,,"4"
"2024 / 04","Queens","14","3782.9","276.4","237.5","47.8",,,,,"4"
"2024 / 04","Staten Island","01","5930.9","612.4","628.0",,,,,"5.1","5"
"2024 / 04","Staten Island","02","5381.6","474.8","484.2",,"17.4","5.9",,"6.0","5"
"2024 / 04","Staten Island","03","5999.4","618.6","617.4",,"24.2",,,,"5"
"2024 / 05","Bronx","01","3463.4","209.0","126.4",,,,,,"2"
"2024 / 05","Bronx","02","7901.2","241.3","234.6",,"107.0",,,,"2"
"2024 / 05","Bronx","03","2272.4","159.3","169.8",,"107.4",,,,"2"
"2024 / 05","Bronx","04","4192.6","249.4","314.2",,"100.0",,,,"2"
"2024 / 05","Bronx","05","3599.4","223.4","310.6",,"85.2",,,,"2"
"2024 / 05","Bronx","06","3409.8","206.7","203.2",,"56.8",,,,"2"
"2024 / 05","Bronx","07","3906.2","286.8","435.5",,,,,,"2"
"2024 / 05","Bronx","08","2475.8","303.3","355.2","51.7","48.1",,,,"2"
"2024 / 05","Bronx","09","4173.3","235.3","387.5",,"74.6",,,,"2"
"2024 / 05","Bronx","10","3018.7","282.4","355.2",,,,,,"2"
"2024 / 05","Bronx","11","3557.7","270.9","330.3",,,,,,"2"
"2024 / 05","Bronx","12","4581.0","326.7","596.0",,"90.6",,,,"2"
"2024 / 05","Brooklyn","01","6107.5","728.4","454.6","45.4","51.3",,,,"3"
"2024 / 05","Brooklyn","02","2997.2","532.5","403.8","95.5","45.0",,,,"3"
"2024 / 05","Brooklyn","03","4789.7","444.6","329.2","82.8","76.1",,,"17.2","3"
"2024 / 05","Brooklyn","04","4727.8","345.5","347.4","52.3",,,,"1.3","3"
"2024 / 05","Brooklyn","05","5350.1","270.0","458.9","27.3","162.9",,,,"3"
"2024 / 05","Brooklyn","06","2360.8","527.1","388.8","114.5","89.0",,,,"3"
"2024 / 05","Brooklyn","07","3663.6","381.0","359.5","67.0",,,,,"3"
"2024 / 05","Brooklyn","08","5779.6","319.7","248.6","42.1","67.5",,,"39.2","3"
"2024 / 05","Brooklyn","09","3116.7","280.8","257.9","41.2",,,,,"3"
"2024 / 05","Brooklyn","10","4068.6","411.6","435.6","41.7",,,,,"3"
"2024 / 05","Brooklyn","11","8653.5","555.4","553.9","24.4","188.3",,,"6.4","3"
"2024 / 05","Brooklyn","12","7475.4","739.5","370.7","31.1","118.3",,,,"3"
"2024 / 05","Brooklyn","13","2910.0","260.4","231.6","11.6",,,,,"3"
"2024 / 05","Brooklyn","14","5151.0","449.1","396.7","54.7","124.2",,,,"3"
"2024 / 05","Brooklyn","15","5101.4","510.9","510.8","49.1",,,,,"3"
"2024 / 05","Brooklyn","16","3251.1","139.5","167.7","13.8","43.6",,,,"3"
"2024 / 05","Brooklyn","17","4869.6","300.6","420.3","63.2",,,,,"3"
"2024 / 05","Brooklyn","18","6049.3","545.1","649.0","92.5","198.4",,,,"3"
"2024 / 05","Manhattan","01","1581.1","355.9","249.5",,,,,,"1"
"2024 / 05","Manhattan","02","2336.9","399.1","279.7",,"41.4",,,"10.3","1"
"2024 / 05","Manhattan","03","6335.5","475.3","389.4",,"59.6",,,"23.8","1"
"2024 / 05","Manhattan","04","3465.1","669.9","373.9",,,,,"12.0","1"
"2024 / 05","Manhattan","05","1818.8","276.2","174.3",,,,,,"1"
"2024 / 05","Manhattan","06","3423.2","740.6","407.2","9.5",,,,,"1"
"2024 / 05","Manhattan","07","4857.2","952.7","712.3","71.7","58.6",,,,"1"
"2024 / 05","Manhattan","08","5678.0","1043.3","735.1",,,,,"12.0","1"
"2024 / 05","Manhattan","09","2443.2","271.1","260.3",,"104.7",,,"8.5","1"
"2024 / 05","Manhattan","10","6113.4","290.2","272.2",,"68.7",,,,"1"
"2024 / 05","Manhattan","11","2689.7","218.6","177.7",,,,,"10.1","1"
"2024 / 05","Manhattan","12","5142.3","455.3","513.3",,"64.4",,,,"1"
"2024 / 05","Queens","01","4356.4","632.7","615.9","85.7","265.7",,,"18.8","4"
"2024 / 05","Queens","02","4218.0","572.7","447.4","39.8","239.2",,,,"4"
"2024 / 05","Queens","03","5317.3","370.9","547.6","41.4",,,,,"4"
"2024 / 05","Queens","04","4557.8","343.1","550.3","29.1",,,,,"4"
"2024 / 05","Queens","05","5232.8","620.4","696.2","89.4","137.2",,,,"4"
"2024 / 05","Queens","06","2893.6","368.2","377.8","70.3",,,,,"4"
"2024 / 05","Queens","07","9669.6","951.7","809.6","101.7","199.9",,,,"4"
"2024 / 05","Queens","08","4011.3","433.0","402.8","96.5","5.4",,,,"4"
"2024 / 05","Queens","09","4433.1","460.4","551.3","96.8","137.7",,,,"4"
"2024 / 05","Queens","10","4259.3","364.0","575.4","43.1","92.6",,,,"4"
"2024 / 05","Queens","11","3302.4","421.8","457.0","100.1","91.0",,,,"4"
"2024 / 05","Queens","12","7731.6","512.3","988.5","341.8","121.2",,,,"4"
"2024 / 05","Queens","13","6080.2","476.3","863.5","91.9","65.3",,,,"4"
"2024 / 05","Queens","14","3986.5","291.1","266.2","75.9",,,,,"4"
"2024 / 05","Staten Island","01","6547.6","656.2","703.0",,,,,,"5"
"2024 / 05","Staten Island","02","5942.2","513.8","569.4",,"24.8",,,"7.2","5"
"2024 / 05","Staten Island","03","6952.9","745.0","766.0",,"41.5",,,,"5"
"2024 / 06","Bronx","01","3323.2","222.7","127.3",,,,,,"2"
"2024 / 06","Bronx","02","7543.4","222.7","197.7",,"57.8",,,,"2"
"2024 / 06","Bronx","03","2209.4","144.4","140.3",,"61.6",,,,"2"
"2024 / 06","Bronx","04","3950.7","256.1","307.9",,"51.6",,,,"2"
"2024 / 06","Bronx","05","3386.4","246.6","306.0",,"44.1",,,,"2"
"2024 / 06","Bronx","06","3232.3","189.4","169.3",,"35.2",,,,"2"
"2024 / 06","Bronx","07","3659.7","264.5","399.3",,,,,,"2"
"2024 / 06","Bronx","08","2365.6","293.8","322.8","42.3","27.2",,,,"2"
"2024 / 06","Bronx","09","3972.1","231.2","370.0",,"42.0",,,,"2"
"2024 / 06","Bronx","10","2794.3","273.9","346.7",,,,,,"2"
"2024 / 06","Bronx","11","3303.2","256.2","319.7",,,,,,"2"
"2024 / 06","Bronx","12","4290.4","308.3","565.0",,"45.5",,,,"2"
"2024 / 06","Brooklyn","01","5831.9","649.9","411.3","41.0","33.9",,,,"3"
"2024 / 06","Brooklyn","02","2820.0","510.5","370.9","86.0","33.8",,,,"3"
"2024 / 06","Brooklyn","03","4484.2","402.1","310.6","80.9","42.0",,,"16.6","3"
