"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2022 / 06","Queens","08","4329.3","493.3","432.4",,,,,,"4"
"2022 / 06","Queens","09","4538.8","503.2","580.9",,"121.5",,,,"4"
"2022 / 06","Queens","10","4389.5","378.8","606.0",,,,,,"4"
"2022 / 06","Queens","11","3453.0","505.5","473.2",,"74.7",,,,"4"
"2022 / 06","Queens","12","8159.2","592.8","989.4",,,,,,"4"
"2022 / 06","Queens","13","6348.8","489.0","949.0",,,,,,"4"
"2022 / 06","Queens","14","4124.3","309.6","300.0",,,,,,"4"
"2022 / 06","Staten Island","01","6748.6","723.2","810.5",,,,,,"5"
"2022 / 06","Staten Island","02","6111.0","562.6","610.2",,"27.9",,,"3.0","5"
"2022 / 06","Staten Island","03","6975.4","813.8","817.2",,"17.5",,,,"5"
"2022 / 07","Bronx","01","2966.3","227.1","140.9",,,,,,"2"
"2022 / 07","Bronx","02","7797.6","211.4","213.6",,,,,,"2"
"2022 / 07","Bronx","03","2042.1","119.1","150.4",,,,,,"2"
"2022 / 07","Bronx","04","3902.7","271.6","334.7",,,,,,"2"
"2022 / 07","Bronx","05","3292.6","212.4","328.5",,,,,,"2"
"2022 / 07","Bronx","06","3078.8","181.9","179.2",,,,,,"2"
"2022 / 07","Bronx","07","3562.3","270.4","426.0",,,,,,"2"
"2022 / 07","Bronx","08","2283.4","288.2","335.1","31.4",,,,,"2"
"2022 / 07","Bronx","09","3970.0","255.7","376.8",,,,,,"2"
"2022 / 07","Bronx","10","2839.9","298.4","355.1",,,,,,"2"
"2022 / 07","Bronx","11","3183.5","267.0","345.1",,,,,,"2"
"2022 / 07","Bronx","12","4175.7","338.1","580.6",,,,,,"2"
"2022 / 07","Brooklyn","01","4745.2","573.6","420.7","21.2",,,,,"3"
"2022 / 07","Brooklyn","02","2591.6","485.8","371.2","46.5",,,,,"3"
"2022 / 07","Brooklyn","03","4134.2","366.5","335.8",,,,,,"3"
"2022 / 07","Brooklyn","04","4429.8","345.5","350.3",,,,,,"3"
"2022 / 07","Brooklyn","05","4898.5","254.8","457.1",,,,,,"3"
"2022 / 07","Brooklyn","06","2032.8","461.5","370.0","81.8",,,,,"3"
"2022 / 07","Brooklyn","07","3370.4","352.8","359.0","46.0",,,,,"3"
"2022 / 07","Brooklyn","08","5694.7","292.9","270.7",,,,,,"3"
"2022 / 07","Brooklyn","09","2935.8","290.6","263.5",,,,,,"3"
"2022 / 07","Brooklyn","10","3645.5","409.9","425.5",,,,,,"3"
"2022 / 07","Brooklyn","11","8062.4","549.1","533.4",,,,,"8.1","3"
"2022 / 07","Brooklyn","12","5106.3","492.4","311.0",,,,,,"3"
"2022 / 07","Brooklyn","13","2631.1","257.0","229.3",,,,,,"3"
"2022 / 07","Brooklyn","14","4603.4","395.4","394.2",,,,,,"3"
"2022 / 07","Brooklyn","15","4336.9","460.4","453.0",,,,,,"3"
"2022 / 07","Brooklyn","16","2879.2","150.8","167.2",,,,,,"3"
"2022 / 07","Brooklyn","17","4712.4","299.1","428.2",,,,,,"3"
"2022 / 07","Brooklyn","18","5653.0","497.9","646.2",,,,,,"3"
"2022 / 07","Manhattan","01","1402.0","334.9","226.8",,,,,,"1"
"2022 / 07","Manhattan","02","1987.5","344.1","243.2",,,,,,"1"
"2022 / 07","Manhattan","03","5897.5","479.0","365.2",,,,,"22.2","1"
"2022 / 07","Manhattan","04","3299.9","629.5","355.2",,,,,,"1"
"2022 / 07","Manhattan","05","1616.7","241.4","156.9",,,,,,"1"
"2022 / 07","Manhattan","06","3122.3","737.9","371.7","8.2",,,,,"1"
"2022 / 07","Manhattan","07","4280.3","898.8","660.2","39.8",,,,,"1"
"2022 / 07","Manhattan","08","4747.7","919.5","658.9",,,,,,"1"
"2022 / 07","Manhattan","09","2234.5","264.2","269.3",,,,,,"1"
"2022 / 07","Manhattan","10","6038.2","269.4","253.2",,,,,,"1"
"2022 / 07","Manhattan","11","2482.0","208.4","172.7",,,,,,"1"
"2022 / 07","Manhattan","12","4686.7","396.9","447.1",,,,,,"1"
"2022 / 07","Queens","01","4135.3","589.5","584.0",,,,,"13.4","4"
"2022 / 07","Queens","02","3882.1","525.6","417.3",,,,,,"4"
"2022 / 07","Queens","03","4989.2","356.9","487.4",,,,,,"4"
"2022 / 07","Queens","04","4188.2","334.9","512.3",,,,,,"4"
"2022 / 07","Queens","05","4986.8","573.8","664.1",,,,,,"4"
"2022 / 07","Queens","06","2786.8","366.3","359.3",,,,,,"4"
"2022 / 07","Queens","07","8916.7","952.4","778.4",,,,,,"4"
"2022 / 07","Queens","08","3867.7","418.0","388.7",,,,,,"4"
"2022 / 07","Queens","09","4178.4","396.9","532.7",,,,,,"4"
"2022 / 07","Queens","10","4042.3","332.9","558.9",,,,,,"4"
"2022 / 07","Queens","11","3038.7","411.4","420.6",,,,,,"4"
"2022 / 07","Queens","12","7375.7","480.0","912.8",,,,,,"4"
"2022 / 07","Queens","13","5862.2","483.8","866.9",,,,,,"4"
"2022 / 07","Queens","14","3791.3","291.6","284.4",,,,,,"4"
"2022 / 07","Staten Island","01","5713.8","608.1","713.8",,,,,,"5"
"2022 / 07","Staten Island","02","5094.4","458.9","527.1",,,,,"4.1","5"
"2022 / 07","Staten Island","03","5927.1","665.3","714.9",,,,,,"5"
"2022 / 08","Bronx","01","3063.4","223.6","154.7",,,,,,"2"
"2022 / 08","Bronx","02","8204.2","217.0","205.5",,,,,,"2"
"2022 / 08","Bronx","03","2159.4","145.4","194.8",,,,,,"2"
"2022 / 08","Bronx","04","4058.0","276.8","362.0",,,,,,"2"
"2022 / 08","Bronx","05","3391.0","199.8","338.4",,,,,,"2"
"2022 / 08","Bronx","06","3138.9","197.1","221.7",,,,,,"2"
"2022 / 08","Bronx","07","3738.3","267.3","461.9",,,,,,"2"
"2022 / 08","Bronx","08","2365.6","299.3","362.8","30.3",,,,,"2"
"2022 / 08","Bronx","09","4016.5","219.7","365.3",,,,,,"2"
"2022 / 08","Bronx","10","2792.8","262.1","334.1",,,,,,"2"
"2022 / 08","Bronx","11","3265.5","247.8","340.5",,,,,,"2"
"2022 / 08","Bronx","12","4233.6","326.5","586.1",,,,,,"2"
"2022 / 08","Brooklyn","01","4777.8","578.3","430.6","22.0",,,,,"3"
"2022 / 08","Brooklyn","02","2703.2","503.7","384.7","42.6",,,,,"3"
"2022 / 08","Brooklyn","03","4322.6","400.7","368.8",,,,,,"3"
"2022 / 08","Brooklyn","04","4586.9","329.0","386.0",,,,,,"3"
"2022 / 08","Brooklyn","05","4973.7","264.0","504.2",,,,,,"3"
"2022 / 08","Brooklyn","06","2127.0","455.6","365.5","78.6",,,,,"3"
"2022 / 08","Brooklyn","07","3429.4","377.5","370.0","39.1",,,,,"3"
"2022 / 08","Brooklyn","08","5940.4","328.8","316.7",,,,,,"3"
"2022 / 08","Brooklyn","09","2984.7","269.2","240.1",,,,,,"3"
"2022 / 08","Brooklyn","10","3820.5","418.1","440.9",,,,,,"3"
"2022 / 08","Brooklyn","11","8308.3","516.1","499.9",,,,,"6.6","3"
"2022 / 08","Brooklyn","12","5222.8","505.6","303.2",,,,,,"3"
"2022 / 08","Brooklyn","13","2706.2","247.7","231.9",,,,,,"3"
"2022 / 08","Brooklyn","14","4737.3","401.1","407.8",,,,,,"3"
"2022 / 08","Brooklyn","15","4486.4","462.3","466.0",,,,,,"3"
"2022 / 08","Brooklyn","16","3014.1","130.7","157.8",,,,,,"3"
"2022 / 08","Brooklyn","17","4773.5","310.0","446.4",,,,,,"3"
"2022 / 08","Brooklyn","18","5761.0","494.8","626.1",,,,,,"3"
"2022 / 08","Manhattan","01","1487.8","314.2","194.5",,,,,,"1"
"2022 / 08","Manhattan","02","2117.7","408.4","272.9",,,,,,"1"
"2022 / 08","Manhattan","03","6344.5","489.2","355.0",,,,,"29.4","1"
"2022 / 08","Manhattan","04","3326.8","608.9","326.3",,,,,,"1"
"2022 / 08","Manhattan","05","1684.4","276.1","172.3",,,,,,"1"
"2022 / 08","Manhattan","06","3347.2","694.5","340.6","8.7",,,,,"1"
"2022 / 08","Manhattan","07","4494.3","885.2","641.1","44.6",,,,,"1"
"2022 / 08","Manhattan","08","5043.6","904.8","629.6",,,,,,"1"
"2022 / 08","Manhattan","09","2335.2","240.8","239.3",,,,,,"1"
"2022 / 08","Manhattan","10","6377.8","270.7","279.4",,,,,,"1"
"2022 / 08","Manhattan","11","2570.1","223.6","187.5",,,,,,"1"
"2022 / 08","Manhattan","12","5006.1","415.3","474.2",,,,,,"1"
"2022 / 08","Queens","01","4243.4","574.6","601.9",,,,,"13.5","4"
"2022 / 08","Queens","02","4012.5","547.1","426.2",,,,,,"4"
"2022 / 08","Queens","03","5143.0","327.4","486.9",,,,,,"4"
"2022 / 08","Queens","04","4286.2","318.7","508.1",,,,,,"4"
"2022 / 08","Queens","05","5091.3","555.8","651.7",,,,,,"4"
"2022 / 08","Queens","06","2865.3","355.8","364.1",,,,,,"4"
"2022 / 08","Queens","07","9135.5","926.3","754.3",,,,,,"4"
"2022 / 08","Queens","08","3916.1","406.0","396.0",,,,,,"4"
"2022 / 08","Queens","09","4307.5","403.7","531.6",,,,,,"4"
"2022 / 08","Queens","10","4222.3","320.7","539.0",,,,,,"4"
"2022 / 08","Queens","11","3122.0","404.9","446.7",,,,,,"4"
"2022 / 08","Queens","12","7697.0","463.2","904.2",,,,,,"4"
"2022 / 08","Queens","13","5932.8","438.0","854.9",,,,,,"4"
"2022 / 08","Queens","14","3835.3","253.0","268.1",,,,,,"4"
"2022 / 08","Staten Island","01","5908.5","599.7","729.3",,,,,,"5"
"2022 / 08","Staten Island","02","5235.8","458.0","523.8",,,,,"14.0","5"
"2022 / 08","Staten Island","03","5969.6","658.3","670.2",,,,,,"5"
"2022 / 09","Bronx","01","3245.3","268.3","144.1",,,,,,"2"
"2022 / 09","Bronx","02","7717.2","242.6","222.7",,,,,,"2"
"2022 / 09","Bronx","03","2228.9","146.8","154.8",,,,,,"2"
"2022 / 09","Bronx","04","3876.3","272.3","332.6",,,,,,"2"
"2022 / 09","Bronx","05","3375.7","231.1","315.0",,,,,,"2"
"2022 / 09","Bronx","06","3154.5","209.5","190.9",,"50.3",,,,"2"
"2022 / 09","Bronx","07","3691.1","279.9","431.4",,,,,,"2"
"2022 / 09","Bronx","08","2311.9","297.5","341.7","38.7",,,,,"2"
"2022 / 09","Bronx","09","3808.7","220.2","360.4",,,,,,"2"
"2022 / 09","Bronx","10","2737.2","276.7","343.1",,,,,,"2"
"2022 / 09","Bronx","11","3280.1","283.2","345.1",,,,,,"2"
"2022 / 09","Bronx","12","4068.7","344.5","563.1",,,,,,"2"
"2022 / 09","Brooklyn","01","5944.5","810.1","458.1","23.1",,,,,"3"
"2022 / 09","Brooklyn","02","2713.9","569.9","384.2","46.6","25.3",,,,"3"
"2022 / 09","Brooklyn","03","4580.0","503.7","338.3",,,,,,"3"
"2022 / 09","Brooklyn","04","4698.1","352.4","382.8",,,,,,"3"
"2022 / 09","Brooklyn","05","4866.0","271.5","438.0",,,,,,"3"
"2022 / 09","Brooklyn","06","2231.7","574.0","400.4","88.5","37.1",,,,"3"
"2022 / 09","Brooklyn","07","3384.1","429.5","374.0","46.4","47.7",,,,"3"
"2022 / 09","Brooklyn","08","5875.3","355.0","284.3",,"19.9",,,,"3"
"2022 / 09","Brooklyn","09","3080.8","318.0","260.8",,,,,,"3"
"2022 / 09","Brooklyn","10","3915.8","473.3","455.1",,"60.0",,,,"3"
"2022 / 09","Brooklyn","11","8094.7","537.5","527.2",,,,,"7.1","3"
"2022 / 09","Brooklyn","12","6814.5","857.0","357.2",,,,,,"3"
"2022 / 09","Brooklyn","13","2667.1","280.9","239.9",,,,,,"3"
"2022 / 09","Brooklyn","14","4918.5","443.9","401.0",,,,,,"3"
"2022 / 09","Brooklyn","15","4848.2","550.4","488.1",,"39.2",,,,"3"
"2022 / 09","Brooklyn","16","3151.8","175.2","179.1",,,,,,"3"
"2022 / 09","Brooklyn","17","4571.5","307.9","438.7",,,,,,"3"
"2022 / 09","Brooklyn","18","5651.1","545.5","631.9",,,,,,"3"
"2022 / 09","Manhattan","01","1581.9","426.7","244.0",,,,,,"1"
"2022 / 09","Manhattan","02","2184.9","450.7","264.9",,"22.0",,,,"1"
"2022 / 09","Manhattan","03","6058.7","536.3","364.8",,"21.2",,,"22.1","1"
"2022 / 09","Manhattan","04","3410.9","721.0","367.2",,,,,,"1"
"2022 / 09","Manhattan","05","1657.1","286.5","167.3",,,,,,"1"
"2022 / 09","Manhattan","06","3277.4","864.4","402.2","6.7",,,,,"1"
"2022 / 09","Manhattan","07","4636.3","1053.7","694.2","41.1","33.2",,,,"1"
"2022 / 09","Manhattan","08","5374.1","1087.6","704.5",,,,,,"1"
"2022 / 09","Manhattan","09","2306.9","317.8","267.3",,"19.7",,,,"1"
"2022 / 09","Manhattan","10","6112.9","278.1","273.0",,,,,,"1"
"2022 / 09","Manhattan","11","2523.3","222.7","172.6",,"11.3",,,,"1"
"2022 / 09","Manhattan","12","4795.9","443.9","473.4",,"14.5",,,,"1"
"2022 / 09","Queens","01","4257.7","617.1","582.3",,,,,"13.2","4"
"2022 / 09","Queens","02","4045.0","593.9","417.6",,"133.5",,,,"4"
"2022 / 09","Queens","03","4936.2","365.6","502.9",,,,,,"4"
"2022 / 09","Queens","04","4187.0","333.0","486.3",,,,,,"4"
"2022 / 09","Queens","05","5019.7","613.4","674.6",,"92.9",,,,"4"
"2022 / 09","Queens","06","2802.2","372.6","365.0",,,,,,"4"
"2022 / 09","Queens","07","9193.7","1001.3","760.0",,,,,,"4"
"2022 / 09","Queens","08","3991.6","466.9","387.1",,,,,,"4"
"2022 / 09","Queens","09","4145.0","443.2","522.0",,"62.9",,,,"4"
"2022 / 09","Queens","10","3977.3","326.7","513.3",,,,,,"4"
"2022 / 09","Queens","11","3114.7","455.7","443.0",,"57.2",,,,"4"
"2022 / 09","Queens","12","7157.4","472.5","886.1",,,,,,"4"
"2022 / 09","Queens","13","5554.1","464.9","829.6",,,,,,"4"
"2022 / 09","Queens","14","3709.1","268.7","254.0",,,,,,"4"
"2022 / 09","Staten Island","01","5867.7","658.3","691.1",,,,,,"5"
"2022 / 09","Staten Island","02","5256.2","497.5","511.0",,"26.2","1.6",,"7.8","5"
"2022 / 09","Staten Island","03","6000.8","692.5","685.0",,"22.3",,,,"5"
"2022 / 10","Bronx","01","3226.3","239.7","139.0",,,,,,"2"
"2022 / 10","Bronx","02","7908.7","203.1","191.8",,,,,"131.3","2"
"2022 / 10","Bronx","03","2204.3","130.0","155.4",,,,,,"2"
"2022 / 10","Bronx","04","3899.9","266.2","335.3",,"24.3",,,,"2"
"2022 / 10","Bronx","05","3317.4","225.6","341.4",,"33.2",,,,"2"
"2022 / 10","Bronx","06","3108.0","182.8","176.1",,"70.4",,,,"2"
"2022 / 10","Bronx","07","3640.3","269.9","409.8",,"13.0",,,,"2"
"2022 / 10","Bronx","08","2334.1","285.0","336.7","31.6",,,,,"2"
"2022 / 10","Bronx","09","3830.1","219.1","341.5",,,,,,"2"
"2022 / 10","Bronx","10","2663.6","280.0","331.1",,"20.6",,,,"2"
"2022 / 10","Bronx","11","3216.5","269.0","334.3",,,,,,"2"
"2022 / 10","Bronx","12","3944.9","315.8","528.2",,,,,,"2"
"2022 / 10","Brooklyn","01","6037.9","728.1","426.8","19.3",,,,,"3"
"2022 / 10","Brooklyn","02","2749.9","548.8","389.4","52.4","39.0",,,,"3"
"2022 / 10","Brooklyn","03","4510.4","446.7","318.4",,,,,,"3"
"2022 / 10","Brooklyn","04","4610.2","339.3","365.1",,,,,,"3"
"2022 / 10","Brooklyn","05","4900.7","240.4","411.1",,,,,,"3"
"2022 / 10","Brooklyn","06","2232.3","547.3","387.6","95.5","46.5",,,,"3"
"2022 / 10","Brooklyn","07","3376.8","421.9","367.5","48.2","70.8",,,,"3"
"2022 / 10","Brooklyn","08","5888.7","335.3","270.1",,"36.1",,,,"3"
"2022 / 10","Brooklyn","09","3196.8","272.1","233.4",,,,,,"3"
"2022 / 10","Brooklyn","10","3822.8","477.0","430.9",,"101.8",,,,"3"
"2022 / 10","Brooklyn","11","8087.3","549.8","503.6",,,,,"6.6","3"
"2022 / 10","Brooklyn","12","7022.8","747.8","367.1",,,,,,"3"
"2022 / 10","Brooklyn","13","2709.5","276.7","220.2",,,,,,"3"
"2022 / 10","Brooklyn","14","4888.2","456.5","422.2",,,,,,"3"
"2022 / 10","Brooklyn","15","4945.7","551.0","508.5",,"38.3",,,,"3"
"2022 / 10","Brooklyn","16","3243.1","138.8","151.3",,,,,,"3"
"2022 / 10","Brooklyn","17","4495.7","296.6","399.7",,,,,,"3"
"2022 / 10","Brooklyn","18","5560.7","530.4","590.2",,,,,,"3"
"2022 / 10","Manhattan","01","1560.4","377.8","231.2",,,,,,"1"
"2022 / 10","Manhattan","02","2295.9","467.3","285.9",,"27.3",,,,"1"
"2022 / 10","Manhattan","03","6090.3","474.9","347.5",,"25.5",,,"23.8","1"
"2022 / 10","Manhattan","04","3342.7","651.7","335.7",,,,,,"1"
"2022 / 10","Manhattan","05","1696.4","273.9","160.7",,,,,,"1"
"2022 / 10","Manhattan","06","3311.2","770.1","363.5","9.1",,,,,"1"
"2022 / 10","Manhattan","07","4686.9","1014.9","717.0","48.2","42.5",,,,"1"
"2022 / 10","Manhattan","08","5634.9","1088.8","746.5",,,,,,"1"
"2022 / 10","Manhattan","09","2282.6","271.5","241.9",,"21.3",,,,"1"
"2022 / 10","Manhattan","10","6171.7","269.1","247.9",,,,,,"1"
"2022 / 10","Manhattan","11","2524.6","206.5","174.4",,"9.9",,,,"1"
"2022 / 10","Manhattan","12","4788.2","405.7","436.7",,"14.8",,,,"1"
"2022 / 10","Queens","01","4305.1","618.6","584.6","56.7",,,,"8.6","4"
"2022 / 10","Queens","02","3981.2","559.6","414.4","29.6","226.5",,,,"4"
"2022 / 10","Queens","03","4879.2","343.7","467.2","33.0",,,,,"4"
"2022 / 10","Queens","04","4169.6","306.9","445.8","26.7",,,,,"4"
"2022 / 10","Queens","05","4847.4","597.6","651.3","104.4","140.0",,,,"4"
"2022 / 10","Queens","06","2690.0","361.2","357.4","64.3",,,,,"4"
"2022 / 10","Queens","07","8990.5","967.1","746.9","181.0",,,,,"4"
"2022 / 10","Queens","08","3905.2","433.3","386.3","90.2",,,,,"4"
"2022 / 10","Queens","09","3983.5","446.4","513.0","118.3","128.1",,,,"4"
"2022 / 10","Queens","10","3763.1","340.9","508.8","98.8",,,,,"4"
"2022 / 10","Queens","11","2978.0","458.6","431.4","131.1","68.0",,,,"4"
"2022 / 10","Queens","12","6701.8","459.7","857.2","219.9",,,,,"4"
"2022 / 10","Queens","13","5379.1","454.0","791.4","173.2",,,,,"4"
"2022 / 10","Queens","14","3503.0","272.7","236.9","70.6",,,,,"4"
"2022 / 10","Staten Island","01","5787.7","656.5","658.8",,,,,,"5"
"2022 / 10","Staten Island","02","5311.5","489.7","481.0",,"38.3",,,"9.1","5"
"2022 / 10","Staten Island","03","5875.3","670.9","616.5",,"26.5",,,,"5"
"2022 / 11","Bronx","01","3293.9","230.4","144.9",,,,,,"2"
"2022 / 11","Bronx","02","8114.6","203.3","171.4",,,"8.5",,,"2"
"2022 / 11","Bronx","03","2311.0","159.5","184.6",,,,,,"2"
"2022 / 11","Bronx","04","4061.8","271.9","346.7",,"62.1",,,,"2"
"2022 / 11","Bronx","05","3420.1","230.4","344.2",,"71.9",,,,"2"
"2022 / 11","Bronx","06","3211.8","206.7","222.2",,"66.7",,,,"2"
"2022 / 11","Bronx","07","3668.7","264.9","420.5",,"30.1","8.6",,,"2"
"2022 / 11","Bronx","08","2445.0","298.0","351.8","56.3",,"17.3",,,"2"
"2022 / 11","Bronx","09","3940.0","209.2","317.0",,,"11.5",,,"2"
"2022 / 11","Bronx","10","2792.0","255.7","312.9",,"36.4","17.3",,,"2"
"2022 / 11","Bronx","11","3320.2","251.7","308.1",,,"17.3",,,"2"
"2022 / 11","Bronx","12","4029.2","314.0","510.8",,,"28.8",,,"2"
"2022 / 11","Brooklyn","01","6059.1","652.3","386.6","27.0",,"2.3",,,"3"
"2022 / 11","Brooklyn","02","2804.4","520.2","395.3","74.0","38.4","4.8",,,"3"
"2022 / 11","Brooklyn","03","4641.0","463.2","324.4",,,,,,"3"
"2022 / 11","Brooklyn","04","4590.7","317.1","353.7",,,,,,"3"
"2022 / 11","Brooklyn","05","5036.6","255.1","427.9",,,"9.9",,,"3"
"2022 / 11","Brooklyn","06","2253.5","507.1","368.5","138.5","51.9","7.5",,,"3"
"2022 / 11","Brooklyn","07","3429.1","395.9","356.3","52.5","69.6","7.7",,,"3"
"2022 / 11","Brooklyn","08","5977.9","352.6","274.6",,"37.1",,,,"3"
"2022 / 11","Brooklyn","09","3084.5","267.0","229.3",,,"5.0",,,"3"
"2022 / 11","Brooklyn","10","3927.0","442.9","418.6",,"94.2","8.8",,,"3"
"2022 / 11","Brooklyn","11","8171.6","505.9","474.6",,,"24.9",,"6.2","3"
"2022 / 11","Brooklyn","12","6880.5","741.6","312.4",,,"15.0",,,"3"
"2022 / 11","Brooklyn","13","2736.6","260.1","221.2",,,"9.9",,,"3"
"2022 / 11","Brooklyn","14","4862.4","423.4","394.0",,,"53.5",,,"3"
"2022 / 11","Brooklyn","15","4892.7","516.8","455.5",,"27.9","42.9",,,"3"
"2022 / 11","Brooklyn","16","3179.1","140.1","143.8",,,"1.9",,,"3"
"2022 / 11","Brooklyn","17","4467.6","285.1","384.8",,,"15.7",,,"3"
"2022 / 11","Brooklyn","18","5645.7","506.4","539.5",,,"185.6",,,"3"
"2022 / 11","Manhattan","01","1513.4","310.8","197.1",,,,,,"1"
"2022 / 11","Manhattan","02","2248.9","439.9","297.2",,"25.0",,,,"1"
"2022 / 11","Manhattan","03","6023.5","439.9","330.3",,"24.0",,,"22.2","1"
"2022 / 11","Manhattan","04","3377.6","582.4","306.7",,,,,,"1"
"2022 / 11","Manhattan","05","1664.8","277.4","186.7",,,,,,"1"
"2022 / 11","Manhattan","06","3259.2","680.4","322.2","9.9",,,,,"1"
"2022 / 11","Manhattan","07","4768.6","939.0","667.9","64.3","45.4",,,,"1"
"2022 / 11","Manhattan","08","5576.7","1035.5","705.3",,,,,,"1"
"2022 / 11","Manhattan","09","2309.5","234.2","220.6",,"25.6",,,,"1"
"2022 / 11","Manhattan","10","6258.5","259.4","240.4",,,"12.0",,,"1"
"2022 / 11","Manhattan","11","2627.3","224.4","189.6",,"7.6",,,,"1"
"2022 / 11","Manhattan","12","4949.1","401.4","449.5",,"21.1",,,,"1"
"2022 / 11","Queens","01","4377.9","573.7","570.9","140.8",,,,"13.1","4"
"2022 / 11","Queens","02","3982.0","551.8","422.2","55.5","191.7",,,,"4"
"2022 / 11","Queens","03","4884.1","327.5","449.3","68.8",,,,,"4"
"2022 / 11","Queens","04","4233.5","299.4","439.1","51.8",,,,,"4"
"2022 / 11","Queens","05","4982.2","584.4","647.2","216.7","135.5",,,,"4"
"2022 / 11","Queens","06","2757.8","343.9","335.9","165.8",,,,,"4"
"2022 / 11","Queens","07","9058.4","917.0","707.8","381.2",,,,,"4"
"2022 / 11","Queens","08","3886.6","392.9","370.8","216.1",,,,,"4"
"2022 / 11","Queens","09","3965.5","411.4","492.5","276.7","126.5",,,,"4"
"2022 / 11","Queens","10","3774.3","303.2","487.9","219.4",,,,,"4"
"2022 / 11","Queens","11","3102.3","437.1","404.7","418.1","75.4",,,,"4"
"2022 / 11","Queens","12","6500.0","419.1","796.5","544.3",,,,,"4"
"2022 / 11","Queens","13","5454.3","409.1","772.2","329.9",,,,,"4"
"2022 / 11","Queens","14","3514.4","242.1","219.6","127.1",,,,,"4"
"2022 / 11","Staten Island","01","5748.7","601.9","604.2",,,"325.9",,,"5"
"2022 / 11","Staten Island","02","5313.4","458.0","473.6",,"34.2","223.6",,"12.5","5"
"2022 / 11","Staten Island","03","5956.5","656.7","601.6",,"30.2","453.5",,,"5"
"2022 / 12","Bronx","01","3247.9","231.5","128.9",,,,,,"2"
"2022 / 12","Bronx","02","8309.3","273.2","275.4",,,"24.0",,,"2"
"2022 / 12","Bronx","03","2295.7","142.8","138.1",,,,,,"2"
"2022 / 12","Bronx","04","4011.8","293.0","326.3",,"66.3",,,"0.6","2"
"2022 / 12","Bronx","05","3407.9","273.3","335.9",,"71.1",,,,"2"
"2022 / 12","Bronx","06","3134.2","195.4","173.0",,"61.6",,,,"2"
"2022 / 12","Bronx","07","3646.7","334.5","461.9",,"33.5","8.6",,,"2"
"2022 / 12","Bronx","08","2451.6","352.7","366.8","50.6",,"8.6",,,"2"
"2022 / 12","Bronx","09","3799.4","279.0","401.0",,,"8.6",,,"2"
"2022 / 12","Bronx","10","2628.3","367.6","387.0",,"29.4","8.6",,,"2"
"2022 / 12","Bronx","11","3238.7","340.2","383.7",,,"8.6",,,"2"
"2022 / 12","Bronx","12","3943.2","387.1","587.8",,,"14.4",,,"2"
"2022 / 12","Brooklyn","01","6182.3","879.3","492.2","25.5",,"1.4",,,"3"
"2022 / 12","Brooklyn","02","2731.0","632.5","426.1","71.9","35.0","4.8",,,"3"
"2022 / 12","Brooklyn","03","4605.5","525.6","345.4",,,,,,"3"
"2022 / 12","Brooklyn","04","4490.1","373.6","393.8",,,,,,"3"
"2022 / 12","Brooklyn","05","4965.4","280.3","478.0",,,"5.1",,,"3"
"2022 / 12","Brooklyn","06","2230.8","648.3","436.6","126.3","42.9","4.2",,,"3"
"2022 / 12","Brooklyn","07","3348.5","460.5","399.2","61.4","64.5","4.4",,,"3"
"2022 / 12","Brooklyn","08","6083.8","373.9","285.1",,"25.6","6.6",,,"3"
"2022 / 12","Brooklyn","09","3122.6","356.3","278.2",,,"4.3",,,"3"
"2022 / 12","Brooklyn","10","3818.4","554.1","501.4",,"90.4","5.8",,,"3"
"2022 / 12","Brooklyn","11","8180.5","644.8","563.8",,,"35.7",,"8.4","3"
"2022 / 12","Brooklyn","12","6996.1","864.6","374.8",,,"17.1",,,"3"
"2022 / 12","Brooklyn","13","2642.6","315.0","241.2",,,"15.7",,,"3"
"2022 / 12","Brooklyn","14","4943.6","488.2","435.0",,,"41.1",,,"3"
"2022 / 12","Brooklyn","15","4681.2","629.7","529.3",,"37.2","30.1",,,"3"
"2022 / 12","Brooklyn","16","3204.3","173.9","198.9",,,"2.4",,,"3"
"2022 / 12","Brooklyn","17","4520.3","382.8","458.9",,,"22.9",,,"3"
"2022 / 12","Brooklyn","18","5607.1","659.5","686.1",,,"86.4",,,"3"
"2022 / 12","Manhattan","01","1499.3","464.1","279.7",,,,,,"1"
"2022 / 12","Manhattan","02","2150.6","457.7","283.7",,"26.8",,,,"1"
"2022 / 12","Manhattan","03","5998.9","517.9","364.5",,"22.0",,,"26.0","1"
"2022 / 12","Manhattan","04","3332.5","784.7","408.7",,,"9.4",,,"1"
"2022 / 12","Manhattan","05","1690.1","308.4","182.5",,,,,,"1"
"2022 / 12","Manhattan","06","3244.4","956.1","465.9","8.5",,,,,"1"
